"goal_id","player_id","is_plus"
"60","61","0"
"60","137","0"
"60","142","0"
"61","2","0"
"61","11","0"
"61","56","1"
"61","57","1"
"61","60","1"
"61","109","0"
"61","110","0"
"61","138","1"
"61","140","1"
"62","1","1"
"62","8","1"
"62","12","1"
"62","13","1"
"62","15","1"
"62","51","0"
"62","61","0"
"62","62","0"
"62","137","0"
"62","142","0"
"63","5","1"
"63","8","1"
"63","12","1"
"63","13","1"
"63","15","1"
"63","56","0"
"63","61","0"
"63","62","0"
"63","137","0"
"63","142","0"
"64","34","1"
"64","36","1"
"64","40","1"
"64","44","1"
"64","68","0"
"64","74","0"
"64","75","0"
"64","76","0"
"64","87","1"
"64","126","0"
"65","34","1"
"65","36","1"
"65","38","1"
"65","40","1"
"65","66","0"
"65","67","0"
"65","71","0"
"65","76","0"
"65","100","0"
"65","152","1"
"66","33","1"
"66","38","1"
"66","44","1"
"66","67","0"
"66","69","0"
"66","73","0"
"66","89","0"
"66","149","1"
"66","152","1"
"66","165","0"
"67","39","1"
"67","42","1"
"67","45","1"
"67","46","1"
"67","67","0"
"67","69","0"
"67","71","0"
"67","73","0"
"67","87","1"
"67","89","0"
"68","31","0"
"68","50","1"
"68","52","1"
"68","55","1"
"68","58","1"
"68","61","1"
"68","80","0"
"68","82","0"
"68","163","0"
"69","26","1"
"69","27","1"
"69","29","1"
"69","55","0"
"69","56","0"
"69","58","0"
"69","61","0"
"69","62","0"
"69","84","1"
"69","164","1"
"70","30","0"
"70","50","1"
"70","52","1"
"70","63","1"
"70","80","0"
"70","82","0"
"70","88","1"
"70","98","0"
"70","141","1"
"70","164","0"
"71","31","1"
"71","32","1"
"71","51","0"
"71","55","0"
"71","56","0"
"71","58","0"
"71","61","0"
"71","83","1"
"71","84","1"
"71","161","1"
"72","30","1"
"72","53","0"
"72","56","0"
"72","57","0"
"72","80","1"
"72","84","1"
"73","1","0"
"73","4","0"
"73","5","0"
"73","9","0"
"73","10","0"
"73","20","1"
"73","21","1"
"73","78","1"
"73","117","1"
"73","119","1"
"74","1","0"
"74","4","0"
"74","9","0"
"74","12","0"
"74","90","1"
"74","97","1"
"74","103","1"
"74","105","1"
"74","129","1"
"74","167","0"
"75","12","1"
"75","16","1"
"75","17","1"
"75","18","1"
"75","20","0"
"75","21","0"
"75","104","0"
"75","117","0"
"75","119","0"
"75","167","1"
"76","2","0"
"76","11","0"
"76","16","0"
"76","17","0"
"76","18","0"
"76","23","1"
"76","25","1"
"76","78","1"
"76","90","1"
"76","129","1"
"77","8","1"
"77","12","1"
"77","13","1"
"77","15","1"
"77","20","0"
"77","21","0"
"77","90","0"
"77","104","0"
"77","129","0"
"77","167","1"
"78","33","1"
"78","38","1"
"78","42","1"
"78","65","0"
"78","67","0"
"78","74","0"
"78","75","0"
"78","76","0"
"78","86","1"
"78","152","1"
"79","34","0"
"79","38","0"
"79","42","0"
"79","44","0"
"79","66","1"
"79","67","1"
"79","75","1"
"79","76","1"
"79","100","1"
"80","33","0"
"80","38","0"
"80","42","0"
"80","69","1"
"80","72","1"
"80","74","1"
"80","101","1"
"80","131","1"
"80","147","0"
"80","150","0"
"81","34","1"
"81","36","1"
"81","40","1"
"81","46","1"
"81","65","0"
